category,week_date,avg_price,avg_regular_price,specials_count,product_count,special_pct
Snacks,2025-07-18,3.93,4.24,48,127,37.8
Snacks,2025-07-25,3.97,4.23,37,127,29.1
Snacks,2025-08-01,4.04,4.22,24,127,18.9
Snacks,2025-08-08,4.12,4.2,11,127,8.7
Snacks,2025-08-15,4.13,4.19,7,127,5.5
Snacks,2025-08-22,4.04,4.17,21,127,16.5
Snacks,2025-08-29,3.93,4.14,27,127,21.3
Snacks,2025-09-05,3.83,4.12,45,127,35.4
Snacks,2025-09-12,3.83,4.09,36,127,28.3
Snacks,2025-09-19,3.89,4.07,24,127,18.9
Snacks,2025-09-26,3.92,4.04,22,127,17.3
Snacks,2025-10-03,3.85,4.01,21,127,16.5
Snacks,2025-10-10,3.82,3.99,20,127,15.7
Snacks,2025-10-17,3.8,3.96,30,127,23.6
Snacks,2025-10-24,3.75,3.94,34,127,26.8
Snacks,2025-10-31,3.7,3.91,31,127,24.4
Snacks,2025-11-07,3.7,3.89,32,127,25.2
Snacks,2025-11-14,3.74,3.87,21,127,16.5
Snacks,2025-11-21,3.74,3.86,15,127,11.8
Snacks,2025-11-28,3.69,3.84,27,127,21.3
Snacks,2025-12-05,3.7,3.84,24,127,18.9
Snacks,2025-12-12,3.62,3.83,30,127,23.6
Snacks,2025-12-19,3.63,3.83,28,127,22.0
Snacks,2025-12-26,3.63,3.83,29,127,22.8
Snacks,2026-01-02,3.65,3.83,27,127,21.3
Snacks,2026-01-09,3.66,3.84,31,127,24.4
Snacks,2026-01-16,3.76,3.85,18,127,14.2
Snacks,2026-01-23,3.73,3.86,18,127,14.2
Snacks,2026-01-30,3.73,3.88,23,127,18.1
Snacks,2026-02-06,3.68,3.9,28,127,22.0
Snacks,2026-02-13,3.7,3.92,30,127,23.6
Snacks,2026-02-20,3.77,3.95,28,127,22.0
Snacks,2026-02-27,3.83,3.98,23,127,18.1
Snacks,2026-03-06,3.85,4.01,23,127,18.1
Snacks,2026-03-13,3.87,4.04,26,127,20.5
Snacks,2026-03-20,3.91,4.07,28,127,22.0
Snacks,2026-03-27,3.96,4.1,17,127,13.4
Snacks,2026-04-03,3.96,4.13,26,127,20.5
Snacks,2026-04-10,3.94,4.16,32,127,25.2
Snacks,2026-04-17,3.98,4.19,30,127,23.6
Snacks,2026-04-24,4.11,4.22,20,127,15.7
Snacks,2026-05-01,4.13,4.25,19,127,15.0
Snacks,2026-05-08,4.06,4.28,27,127,21.3
Snacks,2026-05-15,4.03,4.3,32,127,25.2
Snacks,2026-05-22,4.12,4.32,27,127,21.3
Snacks,2026-05-29,4.17,4.34,28,127,22.0
Snacks,2026-06-05,4.17,4.35,25,127,19.7
Snacks,2026-06-12,4.21,4.37,25,127,19.7
Snacks,2026-06-19,4.2,4.37,26,127,20.5
